type,event_type,startedAt,duration,cause,cpu_user,cpu_kernel,cpu_wallClock,heap_occupancy_before_coll,heap_occupancy_after_coll,heap_size_before_coll,heap_size_after_coll,perm_or_meta_occupancy_before_coll,perm_or_meta_occupancy_after_coll,perm_or_meta_size_before_coll,perm_or_meta_size_after_coll
Young,PauseEvent,2023-07-19T13:18:16.948+02:00@2255702.462,0.005697,G1_EVACUATION_PAUSE,0.01,0.0,0.01,738304,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:21.977+02:00@2255707.490,0.005844,G1_EVACUATION_PAUSE,0.01,0.0,0.0,719872,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:26.566+02:00@2255712.079,0.005691,G1_EVACUATION_PAUSE,0.01,0.0,0.01,710656,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:31.816+02:00@2255717.329,0.009267,G1_EVACUATION_PAUSE,0.02,0.01,0.01,693248,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:36.498+02:00@2255722.012,0.005723,G1_EVACUATION_PAUSE,0.01,0.0,0.0,736256,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:41.232+02:00@2255726.745,0.005684,G1_EVACUATION_PAUSE,0.01,0.0,0.01,720896,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:45.796+02:00@2255731.309,0.005568,G1_EVACUATION_PAUSE,0.01,0.0,0.01,723968,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:50.333+02:00@2255735.846,0.005753,G1_EVACUATION_PAUSE,0.01,0.0,0.01,723968,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:55.186+02:00@2255740.699,0.005432,G1_EVACUATION_PAUSE,0.01,0.01,0.01,720896,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:18:59.983+02:00@2255745.497,0.005524,G1_EVACUATION_PAUSE,0.01,0.0,0.01,702464,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:04.444+02:00@2255749.957,0.005968,G1_EVACUATION_PAUSE,0.01,0.0,0.01,720896,142336,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:09.344+02:00@2255754.857,0.0057,G1_EVACUATION_PAUSE,0.0,0.0,0.01,714752,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:13.921+02:00@2255759.434,0.00537,G1_EVACUATION_PAUSE,0.01,0.01,0.0,743424,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:19.334+02:00@2255764.848,0.00651,G1_EVACUATION_PAUSE,0.01,0.0,0.01,715776,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:23.877+02:00@2255769.390,0.0050279999999999995,G1_EVACUATION_PAUSE,0.01,0.01,0.0,715776,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:28.618+02:00@2255774.131,0.005027,G1_EVACUATION_PAUSE,0.01,0.01,0.0,700416,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:32.950+02:00@2255778.463,0.006335,G1_EVACUATION_PAUSE,0.01,0.0,0.0,718848,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:38.564+02:00@2255784.077,0.0053890000000000006,G1_EVACUATION_PAUSE,0.01,0.0,0.01,737280,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:43.238+02:00@2255788.752,0.00555,G1_EVACUATION_PAUSE,0.01,0.0,0.0,697344,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:48.057+02:00@2255793.570,0.0053490000000000005,G1_EVACUATION_PAUSE,0.01,0.0,0.0,715776,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:53.479+02:00@2255798.992,0.006538,G1_EVACUATION_PAUSE,0.01,0.0,0.0,703488,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:19:58.798+02:00@2255804.311,0.005,G1_EVACUATION_PAUSE,0.01,0.0,0.0,743424,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:03.090+02:00@2255808.603,0.00519,G1_EVACUATION_PAUSE,0.01,0.01,0.0,743424,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:09.072+02:00@2255814.585,0.005068,G1_EVACUATION_PAUSE,0.01,0.0,0.01,697344,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:14.191+02:00@2255819.704,0.005528,G1_EVACUATION_PAUSE,0.01,0.01,0.01,755712,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:19.378+02:00@2255824.891,0.005205,G1_EVACUATION_PAUSE,0.01,0.0,0.0,737280,143360,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:25.325+02:00@2255830.839,0.0056,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:29.902+02:00@2255835.415,0.0053490000000000005,G1_EVACUATION_PAUSE,0.01,0.0,0.0,704512,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:35.349+02:00@2255840.862,0.00515,G1_EVACUATION_PAUSE,0.01,0.0,0.0,715776,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:40.705+02:00@2255846.218,0.005704,G1_EVACUATION_PAUSE,0.01,0.0,0.01,713728,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:45.408+02:00@2255850.921,0.005358,G1_EVACUATION_PAUSE,0.01,0.0,0.01,732160,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:51.638+02:00@2255857.151,0.005386999999999999,G1_EVACUATION_PAUSE,0.0,0.0,0.0,704512,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:20:56.221+02:00@2255861.734,0.005715,G1_EVACUATION_PAUSE,0.01,0.0,0.0,716800,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:01.435+02:00@2255866.949,0.004965,G1_EVACUATION_PAUSE,0.01,0.0,0.01,735232,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:05.813+02:00@2255871.326,0.00526,G1_EVACUATION_PAUSE,0.01,0.0,0.01,726016,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:11.157+02:00@2255876.670,0.005417,G1_EVACUATION_PAUSE,0.01,0.0,0.0,738304,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:16.265+02:00@2255881.778,0.005066,G1_EVACUATION_PAUSE,0.01,0.0,0.01,726016,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:20.610+02:00@2255886.124,0.005732999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,719872,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:25.269+02:00@2255890.782,0.005261,G1_EVACUATION_PAUSE,0.01,0.01,0.0,716800,144384,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:30.827+02:00@2255896.341,0.004893,G1_EVACUATION_PAUSE,0.01,0.0,0.01,722944,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:35.501+02:00@2255901.015,0.005273,G1_EVACUATION_PAUSE,0.01,0.0,0.0,742400,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:40.393+02:00@2255905.906,0.006287,G1_EVACUATION_PAUSE,0.02,0.0,0.01,745472,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:44.542+02:00@2255910.055,0.006602,G1_EVACUATION_PAUSE,0.01,0.0,0.01,708608,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:48.871+02:00@2255914.384,0.006338,G1_EVACUATION_PAUSE,0.01,0.0,0.01,736256,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:53.879+02:00@2255919.392,0.006468,G1_EVACUATION_PAUSE,0.02,0.0,0.0,702464,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:21:58.573+02:00@2255924.086,0.007228,G1_EVACUATION_PAUSE,0.01,0.01,0.01,705536,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:02.880+02:00@2255928.394,0.006418,G1_EVACUATION_PAUSE,0.01,0.0,0.0,739328,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:07.637+02:00@2255933.151,0.0058460000000000005,G1_EVACUATION_PAUSE,0.01,0.0,0.0,720896,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:11.835+02:00@2255937.349,0.004884,G1_EVACUATION_PAUSE,0.01,0.0,0.01,720896,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:16.317+02:00@2255941.830,0.005272000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.0,723968,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:20.160+02:00@2255945.674,0.0054080000000000005,G1_EVACUATION_PAUSE,0.01,0.0,0.0,717824,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:24.022+02:00@2255949.535,0.0047469999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,727040,145408,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:28.052+02:00@2255953.565,0.0054329999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,717824,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:32.811+02:00@2255958.324,0.005527,G1_EVACUATION_PAUSE,0.01,0.0,0.01,718848,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:37.475+02:00@2255962.988,0.005535,G1_EVACUATION_PAUSE,0.01,0.01,0.01,727040,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:41.660+02:00@2255967.173,0.005344000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.0,712704,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:46.279+02:00@2255971.792,0.00528,G1_EVACUATION_PAUSE,0.01,0.0,0.0,737280,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:51.453+02:00@2255976.966,0.006804,G1_EVACUATION_PAUSE,0.02,0.0,0.01,731136,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:56.211+02:00@2255981.724,0.0074470000000000005,G1_EVACUATION_PAUSE,0.02,0.0,0.01,724992,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:22:59.928+02:00@2255985.441,0.006664,G1_EVACUATION_PAUSE,0.01,0.0,0.01,728064,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:04.277+02:00@2255989.790,0.006073,G1_EVACUATION_PAUSE,0.01,0.0,0.0,734208,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:08.917+02:00@2255994.430,0.006692999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,712704,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:13.570+02:00@2255999.084,0.006206000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,715776,146432,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:17.595+02:00@2256003.108,0.0057469999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:22.533+02:00@2256008.046,0.005925,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:26.429+02:00@2256011.942,0.005939,G1_EVACUATION_PAUSE,0.01,0.0,0.0,716800,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:30.765+02:00@2256016.279,0.005782,G1_EVACUATION_PAUSE,0.01,0.0,0.01,713728,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:35.528+02:00@2256021.041,0.005623,G1_EVACUATION_PAUSE,0.01,0.0,0.01,722944,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:39.729+02:00@2256025.243,0.0057009999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,713728,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:43.667+02:00@2256029.180,0.006966,G1_EVACUATION_PAUSE,0.01,0.0,0.01,713728,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:48.415+02:00@2256033.929,0.005929,G1_EVACUATION_PAUSE,0.01,0.0,0.01,716800,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:53.104+02:00@2256038.617,0.005376000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,701440,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:23:57.718+02:00@2256043.232,0.005437,G1_EVACUATION_PAUSE,0.01,0.0,0.0,710656,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:02.588+02:00@2256048.101,0.005254,G1_EVACUATION_PAUSE,0.01,0.0,0.01,713728,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:06.904+02:00@2256052.417,0.005031,G1_EVACUATION_PAUSE,0.01,0.0,0.01,713728,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:11.299+02:00@2256056.812,0.005148,G1_EVACUATION_PAUSE,0.01,0.0,0.0,716800,147456,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:17.173+02:00@2256062.686,0.0050810000000000004,G1_EVACUATION_PAUSE,0.01,0.0,0.01,716800,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:22.181+02:00@2256067.694,0.006091999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,714752,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:25.809+02:00@2256071.322,0.005859,G1_EVACUATION_PAUSE,0.01,0.0,0.0,714752,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:30.810+02:00@2256076.323,0.005509,G1_EVACUATION_PAUSE,0.01,0.0,0.0,720896,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:35.592+02:00@2256081.105,0.005415,G1_EVACUATION_PAUSE,0.01,0.0,0.01,730112,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:40.415+02:00@2256085.928,0.0050999999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,708608,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:44.773+02:00@2256090.286,0.0053029999999999996,G1_EVACUATION_PAUSE,0.01,0.0,0.01,723968,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:50.143+02:00@2256095.656,0.0056029999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,742400,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:54.724+02:00@2256100.237,0.005254,G1_EVACUATION_PAUSE,0.01,0.0,0.01,727040,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:24:58.879+02:00@2256104.393,0.007452,G1_EVACUATION_PAUSE,0.01,0.0,0.0,720896,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:02.716+02:00@2256108.230,0.006643,G1_EVACUATION_PAUSE,0.01,0.0,0.01,730112,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:06.522+02:00@2256112.035,0.0065049999999999995,G1_EVACUATION_PAUSE,0.01,0.01,0.0,720896,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:10.862+02:00@2256116.375,0.007612,G1_EVACUATION_PAUSE,0.01,0.0,0.01,730112,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:15.416+02:00@2256120.929,0.005953,G1_EVACUATION_PAUSE,0.0,0.01,0.01,748544,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:20.159+02:00@2256125.672,0.0050739999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,705536,148480,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:24.355+02:00@2256129.868,0.005198,G1_EVACUATION_PAUSE,0.01,0.0,0.01,733184,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:29.417+02:00@2256134.930,0.0071920000000000005,G1_EVACUATION_PAUSE,0.02,0.0,0.0,761856,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:33.788+02:00@2256139.301,0.005854,G1_EVACUATION_PAUSE,0.01,0.0,0.01,728064,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:38.122+02:00@2256143.636,0.005375,G1_EVACUATION_PAUSE,0.01,0.01,0.0,721920,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:43.130+02:00@2256148.643,0.00526,G1_EVACUATION_PAUSE,0.01,0.0,0.0,709632,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:47.901+02:00@2256153.415,0.005279,G1_EVACUATION_PAUSE,0.01,0.0,0.0,703488,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:52.442+02:00@2256157.956,0.006096,G1_EVACUATION_PAUSE,0.01,0.0,0.01,715776,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:25:56.751+02:00@2256162.264,0.005482,G1_EVACUATION_PAUSE,0.01,0.0,0.0,718848,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:01.384+02:00@2256166.897,0.004866,G1_EVACUATION_PAUSE,0.01,0.0,0.01,721920,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:06.914+02:00@2256172.427,0.0066619999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,712704,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:11.868+02:00@2256177.382,0.006295,G1_EVACUATION_PAUSE,0.01,0.0,0.01,712704,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:17.448+02:00@2256182.962,0.006351,G1_EVACUATION_PAUSE,0.01,0.0,0.0,734208,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:22.061+02:00@2256187.574,0.005889999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,730112,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:27.278+02:00@2256192.791,0.005764,G1_EVACUATION_PAUSE,0.01,0.01,0.0,721920,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:32.600+02:00@2256198.113,0.006156,G1_EVACUATION_PAUSE,0.01,0.0,0.0,721920,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:37.301+02:00@2256202.814,0.006046,G1_EVACUATION_PAUSE,0.01,0.0,0.0,709632,149504,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:41.735+02:00@2256207.249,0.006086,G1_EVACUATION_PAUSE,0.01,0.01,0.01,752640,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:46.795+02:00@2256212.309,0.0066749999999999995,G1_EVACUATION_PAUSE,0.01,0.01,0.01,713728,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:52.476+02:00@2256217.989,0.00774,G1_EVACUATION_PAUSE,0.02,0.0,0.01,713728,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:26:56.668+02:00@2256222.181,0.006452,G1_EVACUATION_PAUSE,0.01,0.0,0.01,710656,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:01.905+02:00@2256227.418,0.0048319999999999995,G1_EVACUATION_PAUSE,0.0,0.0,0.01,722944,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:07.276+02:00@2256232.789,0.005059999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.01,762880,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:12.195+02:00@2256237.708,0.005045,G1_EVACUATION_PAUSE,0.01,0.0,0.01,713728,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:16.865+02:00@2256242.379,0.005008,G1_EVACUATION_PAUSE,0.01,0.0,0.01,747520,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:21.229+02:00@2256246.742,0.00608,G1_EVACUATION_PAUSE,0.01,0.0,0.0,716800,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:25.938+02:00@2256251.451,0.005149,G1_EVACUATION_PAUSE,0.01,0.0,0.0,716800,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:29.625+02:00@2256255.138,0.005885,G1_EVACUATION_PAUSE,0.02,0.0,0.01,719872,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:33.799+02:00@2256259.313,0.006367,G1_EVACUATION_PAUSE,0.02,0.0,0.0,748544,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:38.319+02:00@2256263.832,0.004723,G1_EVACUATION_PAUSE,0.0,0.0,0.0,722944,150528,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:42.787+02:00@2256268.301,0.005016,G1_EVACUATION_PAUSE,0.0,0.01,0.01,710656,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:47.577+02:00@2256273.091,0.005023,G1_EVACUATION_PAUSE,0.01,0.0,0.0,714752,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:52.584+02:00@2256278.097,0.00542,G1_EVACUATION_PAUSE,0.0,0.0,0.01,739328,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:27:57.874+02:00@2256283.387,0.005973,G1_EVACUATION_PAUSE,0.01,0.0,0.01,736256,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:02.713+02:00@2256288.226,0.0060220000000000004,G1_EVACUATION_PAUSE,0.02,0.0,0.01,717824,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:07.391+02:00@2256292.905,0.004755,G1_EVACUATION_PAUSE,0.01,0.0,0.0,730112,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:12.650+02:00@2256298.163,0.004837,G1_EVACUATION_PAUSE,0.01,0.0,0.0,723968,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:16.711+02:00@2256302.224,0.005706,G1_EVACUATION_PAUSE,0.01,0.0,0.0,714752,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:20.944+02:00@2256306.457,0.004931,G1_EVACUATION_PAUSE,0.01,0.01,0.01,743424,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:25.710+02:00@2256311.224,0.004659,G1_EVACUATION_PAUSE,0.01,0.0,0.0,754688,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:30.894+02:00@2256316.407,0.004704,G1_EVACUATION_PAUSE,0.01,0.0,0.01,730112,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:35.162+02:00@2256320.676,0.004856,G1_EVACUATION_PAUSE,0.0,0.0,0.0,776192,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:40.480+02:00@2256325.993,0.004838,G1_EVACUATION_PAUSE,0.01,0.0,0.0,727040,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:45.062+02:00@2256330.575,0.005131999999999999,G1_EVACUATION_PAUSE,0.0,0.0,0.0,723968,151552,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:49.064+02:00@2256334.577,0.005193,G1_EVACUATION_PAUSE,0.01,0.0,0.01,773120,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:53.789+02:00@2256339.302,0.007497,G1_EVACUATION_PAUSE,0.01,0.0,0.01,728064,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:28:58.405+02:00@2256343.919,0.005155,G1_EVACUATION_PAUSE,0.0,0.0,0.01,715776,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:03.372+02:00@2256348.885,0.005332,G1_EVACUATION_PAUSE,0.01,0.0,0.01,734208,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:07.635+02:00@2256353.148,0.004874,G1_EVACUATION_PAUSE,0.01,0.01,0.01,743424,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:12.528+02:00@2256358.042,0.004934999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:17.112+02:00@2256362.625,0.005407,G1_EVACUATION_PAUSE,0.01,0.0,0.01,740352,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:21.793+02:00@2256367.306,0.005437,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:26.729+02:00@2256372.243,0.0063479999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,734208,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:31.924+02:00@2256377.438,0.006184,G1_EVACUATION_PAUSE,0.01,0.0,0.01,740352,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:37.554+02:00@2256383.067,0.006234,G1_EVACUATION_PAUSE,0.01,0.0,0.01,706560,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:43.773+02:00@2256389.286,0.006619,G1_EVACUATION_PAUSE,0.02,0.0,0.01,740352,152576,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:48.361+02:00@2256393.874,0.005866,G1_EVACUATION_PAUSE,0.01,0.0,0.0,728064,153600,921600,921600,111848,111848,112576,112576
Young,PauseEvent,2023-07-19T13:29:53.859+02:00@2256399.372,0.005343,G1_EVACUATION_PAUSE,0.01,0.0,0.0,735232,153600,921600,921600,111848,111848,112576,112576
